date,close,MA_fast,MA_slow,MA_slow_slope,y_L2
2000-04-06,23.252,3.1463524359984225,3.137512802912083,0.0029150024153872245,1.0
2000-04-07,23.252,3.146391149839104,3.138085167919605,0.0028618250376086785,1.0
2000-04-10,23.252,3.146391149839104,3.138657532927127,0.0028618250376091225,1.0
2000-04-11,23.252,3.146391149839104,3.1392298979346487,0.0028618250376086785,1.0
2000-04-12,23.386,3.1469657901270063,3.1399295864138446,0.0029891485092825576,1.0
2000-04-13,23.386,3.1475404304149084,3.1406292748930413,0.003116471980958213,1.0
2000-04-14,23.386,3.148115070702811,3.141328963372237,0.0032437954526320922,1.0
2000-04-17,23.386,3.148689710990713,3.142028651851433,0.0033711189243059714,1.0
2000-04-18,23.386,3.1492643512786156,3.1427283403306285,0.0034984423959798505,1.0
2000-04-19,23.386,3.1498389915665177,3.143154467645479,0.0032248812316342246,1.0
2000-04-20,23.386,3.1504136318544202,3.143580594960329,0.0029513200672877105,1.0
2000-04-21,23.295,3.150598391397385,3.1439287461261927,0.0025997827539554486,1.0
2000-04-24,23.295,3.1507831509403514,3.1442768972920554,0.0022482454406222985,1.0
2000-04-25,23.295,3.1509679104833164,3.1446250484579186,0.0018967081272900366,1.0
2000-04-26,23.295,3.15057802973838,3.1449731996237817,0.0018187319783029565,1.0
2000-04-27,23.295,3.1501881489934433,3.145321350789645,0.0017407558293158765,1.0
2000-04-28,23.295,3.1497982682485066,3.145476490546216,0.001547744420023367,1.0
2000-05-01,23.295,3.14940838750357,3.145631630302788,0.0013547330107326339,1.0
2000-05-02,23.295,3.1490185067586336,3.1457789844237585,0.0011539359658399029,1.0
2000-05-03,23.295,3.148628626013697,3.1459263385447294,0.000953138920947616,1.0
2000-05-04,23.295,3.14823874526876,3.1460736926656994,0.0007523418760544409,1.0
2000-05-05,23.295,3.14823874526876,3.1462210467866703,0.0007445562404542194,1.0
2000-05-08,23.295,3.14823874526876,3.146368400907641,0.0007367706048531097,1.0
2000-05-09,23.295,3.14823874526876,3.146515755028611,0.0007367706048526657,1.0
2000-05-10,23.295,3.14823874526876,3.146663109149582,0.0007367706048526657,1.0
2000-05-11,23.295,3.14823874526876,3.146810463270553,0.0007367706048535538,1.0
2000-05-12,23.295,3.14823874526876,3.1469578173915234,0.0007367706048531097,1.0
2000-05-15,23.295,3.14823874526876,3.1471051715124942,0.0007367706048531097,1.0
2000-05-16,23.295,3.14823874526876,3.1472525256334647,0.0007367706048535538,1.0
2000-05-17,23.295,3.14823874526876,3.147399879754435,0.0007367706048531097,1.0
2000-05-18,23.295,3.14823874526876,3.147547233875406,0.0007367706048531097,1.0
2000-05-19,23.295,3.14823874526876,3.1476255152287047,0.0006676978371813469,1.0
2000-05-22,23.295,3.14823874526876,3.1477037965820034,0.00059862506950914,1.0
2000-05-23,23.295,3.14823874526876,3.147782077935302,0.0005295523018373771,1.0
2000-05-24,23.295,3.14823874526876,3.1478603592886008,0.00046047953416561427,1.0
2000-05-25,23.295,3.14823874526876,3.1479386406418994,0.00039140676649340733,1.0
2000-05-26,23.295,3.14823874526876,3.148016921995199,0.0003914067664942955,1.0
2000-05-29,23.295,3.14823874526876,3.1480952033484972,0.0003914067664938514,1.0
2000-05-30,23.295,3.14823874526876,3.1481734847017964,0.0003914067664942955,1.0
2000-05-31,24.36,3.1527091150260538,3.149145840006554,0.0012854807179532024,1.0
2000-06-01,24.36,3.1571794847833474,3.1500846086347423,0.0021459679928428343,1.0
2000-06-02,24.36,3.161649854540641,3.15102337726293,0.003006455267731134,1.0
2000-06-05,24.36,3.1661202242979347,3.151954403122982,0.0038591997744847895,1.0
2000-06-06,24.36,3.1705905940552284,3.152885428983034,0.004711944281237557,1.0
2000-06-07,24.36,3.1750609638125216,3.153816454843086,0.004670614836531861,1.0
2000-06-08,24.36,3.179531333569815,3.1547474807031377,0.0046628720683954406,1.0
2000-06-09,24.36,3.184001703327109,3.1556785065631896,0.004655129300259464,1.0
2000-06-12,24.36,3.1884720730844025,3.156609532423241,0.00465512930025902,1.0
2000-06-13,24.36,3.192942442841696,3.157540558283293,0.00465512930025902,1.0
2000-06-14,24.36,3.192942442841696,3.158471584143345,0.00465512930025902,1.0
2000-06-15,24.36,3.192942442841696,3.1594026100033967,0.00465512930025902,1.0
2000-06-16,24.36,3.192942442841696,3.1603336358634486,0.00465512930025902,1.0
2000-06-19,24.36,3.192942442841696,3.1612646617235005,0.004655129300259464,1.0
2000-06-20,24.36,3.192942442841696,3.1621956875835524,0.004655129300259464,1.0
2000-06-21,24.36,3.192942442841696,3.163011785386024,0.004540201242678954,1.0
2000-06-22,24.36,3.192942442841696,3.1638278831884947,0.004425273185098,1.0
2000-06-23,24.36,3.192942442841696,3.164643980990966,0.00431034512751749,1.0
2000-06-26,24.36,3.192942442841696,3.1654600787934375,0.00419541706993698,1.0
2000-06-27,24.439,3.193266220251128,3.1663409320777958,0.004145244494243361,1.0
2000-06-28,24.439,3.1935899976605593,3.167221785362153,0.004209999976129364,1.0
2000-06-29,24.439,3.193913775069991,3.168102638646511,0.004274755458016255,1.0
2000-06-30,24.439,3.1942375524794224,3.169061468079856,0.004417487088889782,1.0
2000-07-03,24.419,3.1944794599755664,3.1700039235305435,0.0045438447371060064,1.0
2000-07-04,24.419,3.19472136747171,3.170946378981231,0.00460544690343534,1.0
2000-07-05,24.419,3.1949632749678534,3.171888834431918,0.004667049069764673,1.0
2000-07-06,24.419,3.1952051824639973,3.1728312898826063,0.004728651236095338,1.0
2000-07-07,24.419,3.1954470899601413,3.173773745333293,0.004712277253437147,1.0
2000-07-10,24.419,3.1956889974562843,3.1747162007839806,0.004712277253437147,1.0
2000-07-11,24.419,3.1956071275429965,3.1756586562346683,0.004712277253437147,1.0
2000-07-12,24.419,3.1955252576297086,3.1766011116853554,0.004712277253437591,1.0
2000-07-13,24.419,3.195443387716421,3.1775435671360435,0.004712277253437147,1.0
2000-07-14,24.419,3.195361517803133,3.1784860225867306,0.004712277253437591,1.0
2000-07-17,24.432,3.195414740870447,3.179439122650881,0.004722921866900265,1.0
2000-07-18,24.426,3.1954434029650236,3.1803873105204836,0.00472865428581537,1.0
2000-07-19,24.426,3.1954720650596,3.1813354983900863,0.00473438670473092,1.0
2000-07-20,24.426,3.1955007271541764,3.1822836862596886,0.004740119123645137,1.0
2000-07-21,24.426,3.195529389248753,3.183231874129292,0.004745851542561574,1.0
2000-07-24,24.426,3.195558051343329,3.184180061998895,0.004740939348014006,1.0
2000-07-25,24.426,3.1955867134379057,3.1851282498684967,0.004740939348013118,1.0
2000-07-26,24.426,3.1956153755324817,3.1860764377381003,0.004740939348014006,1.0
2000-07-27,24.426,3.195644037627058,3.1870246256077026,0.004740939348014006,1.0
2000-07-28,24.426,3.1956726997216345,3.1879728134773053,0.004740939348013118,1.0
2000-07-31,24.439,3.1957013465676085,3.1889316429106502,0.004751580911755315,1.0
2000-08-01,24.439,3.19575455438632,3.1898904723439956,0.004762222475498845,1.0
2000-08-02,24.439,3.195807762205031,3.1908493017773405,0.0047728640392401545,1.0
2000-08-03,24.439,3.195860970023743,3.191808131210686,0.00478350560298324,1.0
2000-08-04,24.439,3.1959141778424547,3.1927669606440303,0.0047941471667249935,1.0
2000-08-07,24.439,3.195967385661166,3.193725790077376,0.004794147166725882,1.0
2000-08-08,24.271,3.195330793988389,3.1945466596124232,0.004656187268427647,1.0
2000-08-09,24.271,3.194694202315611,3.194473455196012,0.003624153418671394,1.0
2000-08-10,24.271,3.194057610642834,3.1944002507796,0.002592119568914253,0.0
2000-08-11,24.271,3.1934210189700565,3.1943270463631888,0.0015600857191584439,0.0
2000-08-14,24.271,3.192731219478567,3.194253841946777,0.0005280518694008585,0.0
2000-08-15,24.271,3.1920414199870786,3.1941806375303656,-0.00036602208205760434,-1.0
2000-08-16,24.271,3.191351620495589,3.194107433113954,-0.0003660220820580484,-1.0
2000-08-17,24.271,3.1906618210041002,3.1940342286975425,-0.00036602208205760434,-1.0
2000-08-18,24.271,3.1899720215126113,3.1939610242811307,-0.0003660220820580484,-1.0
2000-08-21,24.281,3.189323414969472,3.1938960584543894,-0.00035778349238757556,-1.0
2000-08-22,24.281,3.1893646079178217,3.1938310926276485,-0.0003495449027171027,-1.0
2000-08-23,24.281,3.189405800866172,3.1937661268009068,-0.00034130631304707393,-1.0
2000-08-24,24.281,3.1894469938145216,3.1937011609741655,-0.00033306772337704516,-1.0
2000-08-25,24.281,3.1894881867628713,3.1936361951474237,-0.0003248291337070164,-1.0
2000-08-28,24.469,3.190300665586014,3.193725486495641,-0.00017057195874858877,-1.0
2000-08-29,24.469,3.1911131444091567,3.1938147778438575,-1.6314783791049337e-05,-1.0
2000-08-30,24.469,3.1919256232322994,3.1939040691920746,0.00013794239116782236,0.0
2000-08-31,24.469,3.1927381020554417,3.193993360540292,0.00029219956612669407,0.0
2000-09-01,24.281,3.1927792950037914,3.19392839471355,0.00029219956612625,0.0
2000-09-04,24.281,3.1927792950037914,3.1938634288868086,0.00013794239116782236,0.0
2000-09-05,24.281,3.1927792950037914,3.193733707578181,-8.107026567660824e-05,-1.0
2000-09-06,24.281,3.1927792950037914,3.193603986269553,-0.00030008292252148294,-1.0
2000-09-07,24.281,3.1927792950037914,3.193474264960925,-0.0005190955793672458,-1.0
2000-09-08,24.281,3.1927792950037914,3.1933445436522976,-0.0005838510612523606,-1.0
2000-09-11,24.281,3.1920080091289984,3.1932311963263276,-0.0006322325604810608,-1.0
2000-09-12,24.281,3.191236723254206,3.1931178490003567,-0.0006158585778242021,-1.0
2000-09-13,24.281,3.1904654373794132,3.1930045016743867,-0.0005994845951664551,-1.0
2000-09-14,24.281,3.1896941515046207,3.192891154348416,-0.0005831106125087082,-1.0
2000-09-15,24.281,3.1896941515046207,3.192777807022446,-0.0005667366298514054,-1.0
2000-09-18,24.281,3.1896941515046207,3.1926644596964757,-0.0005667366298518495,-1.0
2000-09-19,24.281,3.1896941515046207,3.1925511123705057,-0.0005667366298509613,-1.0
2000-09-20,24.281,3.1896941515046207,3.1924377650445352,-0.0005667366298514054,-1.0
2000-09-21,24.281,3.1896941515046207,3.192324417718565,-0.0005667366298514054,-1.0
2000-09-22,24.281,3.1896941515046207,3.1922110703925948,-0.0005667366298514054,-1.0
2000-09-25,24.281,3.1896941515046207,3.1920870784531616,-0.000577381243314079,-1.0
2000-09-26,24.281,3.1896941515046207,3.1919679987082765,-0.0005831136622291844,-1.0
2000-09-27,25.106,3.19303542249376,3.1925171731612187,7.940811668349923e-05,1.0
2000-09-28,25.106,3.1963766934829,3.1930663476141614,0.0007419298955966269,1.0
2000-09-29,25.106,3.1997179644720397,3.1936155220671036,0.0014044516745088664,1.0
2000-10-02,25.106,3.203059235461179,3.1941646965200454,0.0020776180668837796,1.0
2000-10-03,25.106,3.2064005064503185,3.194713870972988,0.0027458722647115685,1.0
2000-10-04,25.106,3.2097417774394588,3.1952630454259303,0.0027458722647115685,1.0
2000-10-05,25.106,3.213083048428598,3.195812219878873,0.0027458722647115685,1.0
2000-10-06,24.911,3.2156445805769946,3.196205446563667,0.002589924496563256,1.0
2000-10-09,24.911,3.2182061127253925,3.1965880316847186,0.0024233351646731904,1.0
2000-10-10,24.911,3.2207676448737894,3.19697061680577,0.0022567458327817924,1.0
2000-10-11,24.911,3.2199879060330465,3.197353201926822,0.0020901565008917267,1.0
2000-10-12,24.911,3.219208167192305,3.1977357870478733,0.0019235671690003286,1.0
2000-10-13,24.911,3.2184284283515616,3.198118372168925,0.0019129256052581312,1.0
2000-10-16,24.911,3.2176486895108196,3.1985009572899763,0.001912925605257687,1.0
2000-10-17,24.911,3.216868950670077,3.199021502309326,0.0020508855035559215,1.0
2000-10-18,24.911,3.2160892118293347,3.1995420473286753,0.0021888454018532677,1.0
2000-10-19,25.03,3.215786036234101,3.2001579049971265,0.0024221179492531775,1.0
2000-10-20,25.03,3.2162625994796104,3.200773762665578,0.0026553904966530872,1.0
2000-10-23,25.03,3.216739162725119,3.201389620334029,0.002888663044052553,1.0
2000-10-24,25.275,3.218189791916914,3.2022002911917373,0.0031787888824115207,1.0
2000-10-25,25.275,3.219640421108708,3.2030109620494454,0.0034689147207700444,1.0
2000-10-26,25.275,3.2210910503005024,3.203821632907154,0.0036637279100273368,1.0
2000-10-27,25.275,3.2225416794922963,3.204632303764862,0.003858541099283741,1.0
2000-10-30,25.275,3.223992308684091,3.2054347360329007,0.004045115698871893,1.0
2000-10-31,25.275,3.225442937875885,3.2062371683009387,0.00403687710920142,1.0
2000-11-01,25.275,3.226893567067679,3.207039600568977,0.004028638519531835,1.0
2000-11-02,25.275,3.2278676330139646,3.207842032837015,0.004020399929861362,1.0
2000-11-03,25.275,3.2288416989602498,3.208644465105053,0.004012161340191334,1.0
2000-11-06,25.275,3.229815764906535,3.209292640198133,0.003857904165232462,1.0
2000-11-07,25.275,3.229815764906535,3.209940815291213,0.0037036469902740343,1.0
2000-11-08,25.275,3.229815764906535,3.210588990384293,0.0035493898153156067,1.0
2000-11-09,25.275,3.229815764906535,3.2112371654773724,0.003395132640357179,1.0
2000-11-10,25.275,3.229815764906535,3.212039597745411,0.003395132640357623,1.0
2000-11-13,25.304,3.229930437016216,3.2128649644353855,0.003572324237252289,1.0
2000-11-14,25.304,3.2300451091258973,3.2136903311253597,0.0037495158341469548,1.0
2000-11-15,25.304,3.230159781235579,3.214515697815334,0.0039267074310411765,1.0
2000-11-16,25.304,3.2302744533452596,3.2153410645053087,0.004103899027936286,1.0
2000-11-17,25.21,3.2300169509745893,3.216091996299213,0.004052398553802128,1.0
2000-11-20,25.21,3.229759448603919,3.216842928093117,0.003977963657731287,1.0
2000-11-21,25.21,3.229501946233248,3.2175938598870215,0.0039035287616617786,1.0
2000-11-22,25.38,3.229916515971219,3.2184792061026535,0.003963508287319506,1.0
2000-11-23,25.38,3.2303310857091896,3.2193645523182863,0.0040234878129776774,1.0
2000-11-24,25.38,3.23074565544716,3.2202498985339183,0.004157902234705357,1.0
2000-11-27,25.38,3.2310455530754494,3.2211352447495507,0.0042923166564339255,1.0
2000-11-28,25.22,3.230713037528792,3.221894108330194,0.00430024844317245,1.0
2000-11-29,25.22,3.230380521982135,3.222652971910837,0.004173765808183738,1.0
2000-11-30,25.22,3.230048006435477,3.22341183549148,0.004047283173193694,1.0
2000-12-01,25.22,3.2300876653691715,3.2241706990721237,0.003920800538205427,1.0
2000-12-04,25.22,3.230127324302866,3.2249295626527665,0.003794317903215827,1.0
2000-12-05,25.22,3.2301669832365603,3.2256884262334093,0.003794317903215383,1.0
2000-12-06,25.22,3.229534570061614,3.225779035616224,0.0031260637053867057,1.0
2000-12-07,25.249,3.2290170789306614,3.2258926294078383,0.002480793916358248,1.0
2000-12-08,25.249,3.228499587799709,3.226006223199452,0.0018355241273284584,1.0
2000-12-11,25.433,3.2287081959087365,3.2262650368390626,0.0013354741862960928,1.0
2000-12-12,25.433,3.2295492171927114,3.2265238504786726,0.0008354242452632832,1.0
2000-12-13,25.433,3.230390238476686,3.226782664118283,0.0010036285020591507,1.0
2000-12-14,25.433,3.2312312597606607,3.227041477757893,0.0011488483500547986,1.0
2000-12-15,25.433,3.2320722810446347,3.2274562391656514,0.001450015966199203,1.0
2000-12-18,25.433,3.2329133023286096,3.2278710005734097,0.0016059637343470712,1.0
2000-12-19,25.433,3.2337543236125845,3.228285761981168,0.0017619115024953835,1.0
2000-12-20,25.433,3.234595344896559,3.228700523388927,0.00191785927064414,1.0
2000-12-21,25.433,3.2353214441365394,3.2291152847966855,0.0020738070387924523,1.0
2000-12-22,25.433,3.23604754337652,3.229530046204444,0.0020738070387924523,1.0
2000-12-25,25.433,3.23604754337652,3.2299448076122026,0.0020738070387928964,1.0
2000-12-26,25.433,3.23604754337652,3.230359569019961,0.0020738070387928964,1.0
2000-12-27,25.433,3.23604754337652,3.230774330427719,0.0020738070387920082,1.0
2000-12-28,25.433,3.23604754337652,3.2310937791863767,0.001978494389691221,1.0
2000-12-29,25.433,3.23604754337652,3.231413227945033,0.0018831817405891016,1.0
2001-01-02,25.433,3.23604754337652,3.23173267670369,0.0017878690914874262,1.0
2001-01-03,25.433,3.23604754337652,3.23185731227309,0.0014977432531289026,1.0
2001-01-04,25.433,3.23604754337652,3.231981947842489,0.0012076174147699348,1.0
2001-01-05,25.2,3.2351271884906057,3.2319225124347066,0.0008287332483298826,1.0
2001-01-08,25.2,3.2342068336046914,3.231863077026923,0.0004498490818902745,1.0
2001-01-09,25.2,3.233286478718777,3.23180364161914,7.096491544977823e-05,1.0
2001-01-10,25.434,3.233290410540981,3.2319290635529803,7.175127989045293e-05,1.0
2001-01-11,25.434,3.233294342363184,3.2320544854868207,7.253764433157173e-05,1.0
2001-01-12,25.434,3.2332982741853877,3.2321799074206607,0.00025739498595411803,1.0
2001-01-15,25.434,3.233302206007591,3.232305329354501,0.0004422523275779966,1.0
2001-01-16,25.434,3.233306137829795,3.2324307512883417,0.0006271096692018752,1.0
2001-01-17,25.347,3.2329674214760247,3.232487643586987,0.0005585800340068836,1.0
2001-01-18,25.347,3.2326287051222544,3.232544535885633,0.0004900503988123361,1.0
2001-01-19,25.347,3.233210343654398,3.232601428184279,0.00042152076361823276,1.0
2001-01-22,25.347,3.233791982186542,3.2326583204829245,0.0003529911284232412,1.0
2001-01-23,25.347,3.2343736207186864,3.2326922783596337,0.00026152707129201147,1.0
2001-01-24,25.347,3.2340309725427128,3.2327262362363434,0.00023859264935621738,1.0
2001-01-25,25.347,3.2336883243667387,3.232760194113053,0.0002156582274199792,1.0
2001-01-26,25.347,3.2333456761907646,3.2327941519897623,0.00019272380548329693,1.0
2001-01-29,25.347,3.233003028014791,3.232902544762542,0.0002442242796174554,1.0
2001-01-30,25.347,3.2326603798388174,3.233010937535322,0.00031865917568829616,0.0
2001-01-31,25.07,3.231561533071956,3.232899560954729,0.0001733247183857145,0.0
2001-02-01,25.07,3.2304626863050943,3.2326537699524085,-0.00010642416064454707,-1.0
2001-02-02,25.07,3.229363839538233,3.232407978950087,-0.00038617303967525274,-1.0
2001-02-05,25.07,3.228264992771371,3.232162187947767,-0.0007403568147750228,-1.0
2001-02-06,25.07,3.2271661460045102,3.2319163969454454,-0.0010945405898765692,-1.0
2001-02-07,25.07,3.2260672992376485,3.231797088578114,-0.0011024723766150935,-1.0
2001-02-08,25.07,3.2249684524707867,3.2316777802107834,-0.0009759897416250496,-1.0
2001-02-09,25.07,3.223869605703925,3.231558471843452,-0.0008495071066350057,-1.0
2001-02-12,20.17,3.201023202916656,3.2270896522720385,-0.005072535675728407,-1.0
2001-02-13,20.17,3.178176800129386,3.2226208327006254,-0.009295564244820032,-1.0
2001-02-14,25.17,3.1785748898270882,3.2225811422728343,-0.009215946305279665,-1.0
2001-02-15,25.17,3.1789729795247905,3.222541451845044,-0.009136328365739299,-1.0
2001-02-16,25.17,3.1793710692224924,3.2224787770084538,-0.009079694834998264,-1.0
2001-02-19,25.17,3.1797691589201946,3.2224161021718642,-0.0046735501001742286,-1.0
2001-02-20,25.17,3.1801672486178973,3.222208207487278,-0.00041262521334717306,-1.0
2001-02-21,25.17,3.1805653383155996,3.222000312802692,-0.0005808294701421524,-1.0
2001-02-22,25.265,3.181340150972966,3.221867762710039,-0.0006736891350049845,-1.0
2001-02-23,25.265,3.182114963630333,3.2217352126173857,-0.0007435643910680412,-1.0
2001-02-26,25.265,3.2046373323081085,3.221602662524733,-0.0008134396471310978,-1.0
2001-02-27,25.239,3.227056738835175,3.2214495200019386,-0.000758687485339582,0.0
2001-02-28,25.239,3.227330499644131,3.2212963774791437,-0.0007039353235485102,0.0
2001-03-01,25.239,3.227604260453087,3.221143234956349,-0.0007245277536900296,0.0
2001-03-02,25.239,3.2278780212620433,3.2209900924335546,-0.000745120183831105,0.0
2001-03-05,25.239,3.2281517820709995,3.2208369499107596,-0.0007657126139735126,0.0
2001-03-06,25.239,3.2284255428799553,3.220683807387965,-0.0007657126139735126,0.0
2001-03-07,25.239,3.2286993036889116,3.220530664865171,-0.0007657126139726245,0.0
2001-03-08,25.319,3.2289128100170523,3.2204408160381455,-0.0007024189182036622,0.0
2001-03-09,25.319,3.229126316345192,3.2203509672111204,-0.0006391252224342558,0.0
2001-03-12,20.319,3.2073399533608926,3.2158611445216074,-0.00497580538915221,-1.0
2001-03-13,20.319,3.185656552527302,3.211371321832095,-0.009312485555870165,-1.0
2001-03-14,20.324,3.1639977561767716,3.2068864200391944,-0.013644244825976592,-1.0
2001-03-15,25.11,3.1634853317700427,3.2066307926350537,-0.013810023403091787,-1.0
2001-03-16,25.39,3.1640818296180226,3.206781020659038,-0.013569946552082435,-1.0
2001-03-19,25.39,3.1646783274660026,3.206931248683022,-0.008929895838585278,-1.0
2001-03-20,25.385,3.16525513058226,3.2070775377606617,-0.004293784071433215,-1.0
2001-03-21,25.385,3.165831933698517,3.2070389694966774,0.00015254945748299775,0.0
2001-03-22,25.395,3.1661316539213105,3.207008278349771,0.00037748571471718506,0.0
2001-03-23,25.395,3.166431374144104,3.206977587202864,0.00019656654382593786,0.0
2001-03-26,25.395,3.188730963679337,3.2069468960559573,1.564737293513474e-05,0.0
2001-03-27,25.395,3.21103055321457,3.20691620490905,-0.00016133285161190614,0.0
2001-03-28,25.395,3.2333055382667424,3.206954043397338,-8.49260993396328e-05,0.0
2001-03-29,20.432,3.2126891508788114,3.2026428817863657,-0.004365396563405177,0.0
2001-03-30,25.121,3.2116240262796367,3.2024637571840855,-0.004513830018778364,0.0
2001-04-02,25.432,3.2117893090688283,3.2025307140594794,-0.004416181996477864,0.0
2001-04-03,25.432,3.2119742865897427,3.202597670934873,-0.004318533974176919,0.0
2001-04-04,25.425,3.2121317359432693,3.2026591221767893,-0.004294921220548531,0.0
2001-04-05,25.425,3.212249799711411,3.2027205734187048,7.769163233906085e-05,1.0
2001-04-06,25.425,3.2123678634795523,3.202782024660621,0.0003182674765356275,1.0
2001-04-09,25.425,3.2124859272476938,3.2028434759025375,0.00031276184305806254,1.0
2001-04-10,25.45,3.2127022711220263,3.202924583165691,0.0003269122308182659,1.0
2001-04-11,25.35,3.212524913700425,3.2031467195230316,0.0004875973462423744,1.0
2001-04-12,25.45,3.2344862580710596,3.2034475961395583,0.0007270227208535651,1.0
2001-04-13,25.45,3.235787417398228,3.203748472756085,0.0009664480954638677,1.0
2001-04-16,25.45,3.235858169337032,3.2040493493726117,0.0012058734700741702,1.0
2001-04-17,25.45,3.2359289212758346,3.204350225989138,0.0014256428234467045,1.0
2001-04-18,25.475,3.236125384993251,3.2046707393279097,0.0015240198048780407,1.0
2001-04-19,25.475,3.2363218487106673,3.204991252666681,0.0015436565271227387,1.0
2001-04-20,25.475,3.236518312428084,3.205311766005453,0.0015632932493678808,1.0
2001-04-23,25.475,3.236714776145501,3.2099817905483063,0.0059324411756946915,1.0
2001-04-24,25.475,3.236812959756726,3.2146518150911603,0.01030158910202239,1.0
2001-04-25,25.475,3.2373048446638863,3.2148927104903913,0.01022197116248158,1.0
2001-04-26,25.475,3.237403028275112,3.215133605889622,0.01014235322294077,1.0
2001-04-27,25.475,3.2375012118863373,3.2153745012888533,0.010062735283400404,1.0
2001-04-30,25.165,3.2363750516095164,3.2153705279104754,0.005388737362169049,1.0
2001-05-01,25.165,3.235248891332696,3.215366554532098,0.000714739440937695,1.0
2001-05-02,25.165,3.234024547444649,3.21536258115372,0.00046987066332881966,1.0
2001-05-03,25.165,3.2328002035566024,3.2152832631834087,0.00014965729378690895,1.0
2001-05-04,25.531,3.2330197856547906,3.215492730410345,0.00011822912149161979,1.0
2001-05-07,25.575,3.2334115589276804,3.215736635872221,0.00036610796174540994,1.0
2001-05-08,25.57,3.2337837799471116,3.215997223313547,0.0006306687814490175,1.0
2001-05-09,25.57,3.234156000966542,3.2162578107548736,0.0008952296011535132,1.0
2001-05-10,25.531,3.2343755830647303,3.216487870411951,0.0012046072285420983,1.0
2001-05-11,25.531,3.2345951651629186,3.216717930069029,0.0012251996586840619,1.0
2001-05-14,25.531,3.236039091149153,3.2169479897261066,0.0012113538538858215,1.0
2001-05-15,25.531,3.237483017135388,3.2171780493831843,0.0011808260696373196,1.0
2001-05-16,25.531,3.2389269431216228,3.2174081090402615,0.0011502982853879296,1.0
